id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
27421162,Cozy Bedroom Next to Laurier Park & Metro Station,6261319,Chani,,Le Plateau-Mont-Royal,45.52878,-73.58726,Private room,35,2,4,2018-09-09,0.10,2,0,0,
27423902,Loft bohème-chic,3933073,Geneviève-Anaïs,,Villeray-Saint-Michel-Parc-Extension,45.53761,-73.61934,Entire home/apt,120,2,9,2018-09-09,0.22,1,0,0,
27425663,OSHEAGA PALACE of SUMMER DREAMS,109165338,Laura,,Le Plateau-Mont-Royal,45.5128,-73.57299,Entire home/apt,399,1,1,2018-08-19,0.02,1,0,0,
27425811,Partage convivial.,7284439,Geneviève,,Villeray-Saint-Michel-Parc-Extension,45.5404,-73.627,Private room,55,1,23,2020-07-26,0.58,2,16,0,
27430733,Montreal: Artist appartement. Trendy Hood,2147337,Jean-François,,Outremont,45.52312,-73.61108,Entire home/apt,79,1,37,2019-09-30,0.90,1,252,0,
27435121,Apartment in downtown Montreal,206751027,Mehdi,,Ville-Marie,45.49532,-73.57855,Entire home/apt,79,1,1,2018-08-14,0.02,1,0,0,
27436901,Amazing LOFT in  Place des Arts,24631434,Kai & Emma,,Ville-Marie,45.50492,-73.56801,Entire home/apt,107,2,58,2021-12-06,1.42,1,139,23,
27437328,Cosy apartment- Olympic Stadium Montreal downtown,142131207,Zena,,Rosemont-La Petite-Patrie,45.55241,-73.56188,Entire home/apt,130,31,51,2021-08-29,1.26,1,234,4,
27438009,LOCATION LOCATION LOCATION - Studio in dowtown,194551231,Apoorva,,Le Plateau-Mont-Royal,45.50732,-73.57381,Entire home/apt,80,4,1,2018-08-05,0.02,1,0,0,
27438926,Près du métro Beaubien & du marché Jean-Talon,202884942,Abbie,,Rosemont-La Petite-Patrie,45.53153,-73.60425,Entire home/apt,40,90,0,,,1,0,0,
27441026,grand appartement coeur du plateau avec terrasse,2257752,Félix,,Le Plateau-Mont-Royal,45.52009,-73.57662,Entire home/apt,160,4,3,2021-08-02,0.21,2,64,2,
27455837,Appartement au cœur du Village de Montréal,148369771,Nicolas,,Ville-Marie,45.5188,-73.5543,Entire home/apt,150,1,5,2019-07-21,0.13,2,0,0,
27457020,Cozy Room Skylight PLATEAU MONT-ROYAL,21331217,Pascale E.,,Le Plateau-Mont-Royal,45.52068,-73.57991,Private room,58,1,14,2019-01-02,0.35,2,0,0,
27458321,Free parking - Old Montreal Downtown-,90791433,Sam,,Ville-Marie,45.51557,-73.55246,Entire home/apt,296,2,57,2021-11-14,1.50,1,89,20,
27459484,★★★★★Gentle breeze condo 1 BDR+free indoor parking,132089833,Huijun,,Ville-Marie,45.51142,-73.56174,Entire home/apt,63,1,73,2020-01-19,1.83,2,0,0,
27481582,Cozy condo near everything in Mile-Ex,14018410,Michele,,Villeray-Saint-Michel-Parc-Extension,45.52952,-73.6204,Entire home/apt,83,2,9,2020-01-01,0.22,1,0,0,
27489312,Tranquillité,207175592,Alain,,Villeray-Saint-Michel-Parc-Extension,45.55326,-73.60382,Private room,20,90,0,,,1,0,0,
27491645,Petit Laurier's bright bedrm in cozy apt + EXTRAS,936869,Tau,,Le Plateau-Mont-Royal,45.53255,-73.58319,Private room,50,6,13,2019-09-17,0.32,1,127,0,
27493448,[Business Ready]❤Dwtwn Conference/PalaisdeCongres!,195501369,Julio,,Ville-Marie,45.51007,-73.56233,Entire home/apt,89,31,19,2021-10-17,0.50,36,0,3,
27501969,Beautiful condo with private rooftop terrace,21353791,Jessenia,,Le Sud-Ouest,45.47403,-73.58374,Entire home/apt,180,5,8,2019-08-05,0.20,1,0,0,
27502140,Furnished 2 br all inclusive Montréal meublé 2 ch!,12620823,Audrey,,Mercier-Hochelaga-Maisonneuve,45.55297,-73.55402,Entire home/apt,78,31,1,2018-10-11,0.03,1,252,0,
27502374,Awesome location - Must love dogs.,18119220,Tamara,,Ville-Marie,45.52776,-73.55952,Private room,44,1,44,2021-12-01,1.08,3,86,8,
27503525,Room for 4. Great location!,18119220,Tamara,,Ville-Marie,45.52791,-73.56015,Private room,180,1,3,2019-09-01,0.10,3,90,0,
27508075,Pres de tt. 3e personne doit être bébé,174613497,Lily,,Villeray-Saint-Michel-Parc-Extension,45.56247,-73.60129,Entire home/apt,22,3,3,2018-09-27,0.08,1,0,0,
27517200,Au coeur du Plateau Mont-Royal !!,152253353,Viki,,Le Plateau-Mont-Royal,45.53087,-73.58518,Entire home/apt,79,2,100,2021-11-21,2.52,1,99,22,
27518633,Clean & cozy room 10 minutes from downtown,48364066,Claudio,,Verdun,45.4545,-73.57062,Private room,30,10,26,2019-08-26,0.64,1,0,0,
27520243,Glenmore House,26226078,Nathalie,,Hampstead,45.47793,-73.64752,Entire home/apt,1400,3,0,,,1,0,0,
27524470,Cozy Flat Next to Laurier Park & Metro Station,6261319,Chani,,Le Plateau-Mont-Royal,45.52863,-73.58801,Entire home/apt,115,3,4,2019-01-01,0.10,2,0,0,
27527519,Urban Retreat with 2 bedrooms in Amazing Location,24129045,François,,Le Sud-Ouest,45.49398,-73.55582,Entire home/apt,99,25,22,2021-11-29,0.60,3,154,11,
27527969,Chaleureux bachelor situé sur le Plateau,44935301,Sarah,,Le Plateau-Mont-Royal,45.53718,-73.58218,Entire home/apt,68,3,3,2018-10-26,0.08,1,0,0,
27529675,Grand appartement neuf et cozy,76225369,Lucas,,Mercier-Hochelaga-Maisonneuve,45.55562,-73.54757,Entire home/apt,95,3,5,2018-12-31,0.12,1,0,0,
27539024,1-Bedroom Apt-Great Location,167759442,Mehrnaz,,Le Plateau-Mont-Royal,45.51249,-73.56944,Entire home/apt,130,2,1,2018-08-12,0.02,1,0,0,
27540787,app.CATALUNA,207607475,Ludmila,,LaSalle,45.43529,-73.59376,Private room,80,7,23,2020-02-07,0.58,1,222,0,
27549230,Belle chambre a 1 min de CDN,128294005,Mehdi,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49831,-73.62174,Private room,28,1,3,2020-01-11,0.13,1,0,0,
27549629,Dom's Lounge-Close to downtown & subway transport,86744619,Dominic,,Ville-Marie,45.535915,-73.554359,Private room,53,2,51,2021-10-30,1.26,1,330,12,
27552240,Monthly - Tour Des Canadiens Luxury Flat,189519197,Nikki,,Ville-Marie,45.49701,-73.56953,Entire home/apt,76,32,14,2021-10-16,0.39,16,60,4,
27563308,Kinsmo downtown Montreal,7078384,Bonnie,,Ville-Marie,45.50976,-73.56345,Entire home/apt,50,1,0,,,1,0,0,
27563639,Appartement,207962262,Bernardin,,Rosemont-La Petite-Patrie,45.57859,-73.57686,Private room,85,1,0,,,1,159,0,
27575981,Casa Buena Onda,53556126,Nicolas,,Rosemont-La Petite-Patrie,45.54645,-73.58743,Private room,30,5,0,,,1,0,0,
27577149,"Charming 1 bedroom apartement - Laurier, Plateau",2625023,Julien,,Le Plateau-Mont-Royal,45.53387,-73.58284,Entire home/apt,60,10,4,2019-09-28,0.10,1,265,0,
27581013,Colourful sunny room in the heart of the village,80762527,Stefanie (Stevie),,Ville-Marie,45.51894,-73.55537,Private room,35,1,7,2020-02-08,0.17,1,0,0,
27581530,Place du Jardin - 3 bedrooms near Olympic Stadium,40404457,Mario,,Mercier-Hochelaga-Maisonneuve,45.55199,-73.55239,Entire home/apt,151,3,42,2021-11-11,1.04,1,156,12,
27581830,App. Dandurand 2. #296326 près métro H-Beaugrand,136180647,Maryse,,Mercier-Hochelaga-Maisonneuve,45.60758,-73.51703,Entire home/apt,98,2,35,2021-11-28,0.86,4,336,11,296326
27582845,Private room in large 2 bedroom apartment.,24746991,Diana,,Le Plateau-Mont-Royal,45.52504,-73.58814,Private room,49,1,11,2020-07-25,0.28,1,0,0,
27583097,House in Côte Saint-Luc,208124862,Orly,,Côte-Saint-Luc,45.46481,-73.66372,Entire home/apt,250,2,0,,,1,0,0,
27599434,Luxueux Condo avec terrasse en plein coeur de Mtl,71883574,Mart,,Rosemont-La Petite-Patrie,45.5401,-73.58597,Entire home/apt,130,2,63,2020-06-28,1.59,1,10,0,
27601278,Libre 28 Dec Cosy Room 🌼,9652125,Fanny,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48173,-73.6283,Private room,34,7,10,2021-12-01,0.26,2,245,3,
27603181,Stunning Old port condo,208283658,Monisha,,Ville-Marie,45.49996,-73.55488,Entire home/apt,190,2,5,2019-01-02,0.13,1,0,0,
27605914,Le Must centre-ville avec parking gratuit,28249488,Hôtel À La Maison,,Ville-Marie,45.50981,-73.56109,Entire home/apt,90,31,111,2021-04-30,2.74,12,352,2,
27610768,"Grande Chambre privée,
Private room",208141642,Jihene,,LaSalle,45.43137,-73.60085,Private room,45,1,5,2018-10-07,0.13,1,0,0,
27625418,Big room in a nice neighborhood of Montreal,108734790,Sophie,,Villeray-Saint-Michel-Parc-Extension,45.55282,-73.60082,Private room,35,2,3,2018-11-25,0.07,1,0,0,
27629624,"Studio Apartment in Cote Vertu, St. Laurent",208495044,Angela,,Saint-Laurent,45.50686,-73.68775,Entire home/apt,50,30,2,2021-10-31,0.27,4,11,2,
27630536,"Appartement typique montréal, avec stationnement",42046591,Camille,,Villeray-Saint-Michel-Parc-Extension,45.53923,-73.61694,Entire home/apt,100,3,14,2020-03-18,0.35,1,0,0,
27635732,Central-Downtown Bachelor Pad,12588140,Andrej,,Ville-Marie,45.49216,-73.57935,Entire home/apt,134,1,0,,,1,0,0,
27635777,"Chambre pour 1 personne : sécuritaire, tranquille!",82989,Vero,,Ahuntsic-Cartierville,45.54638,-73.64168,Private room,65,1,5,2018-10-21,0.12,1,0,0,
27636804,"Stylish Space in Amazing, Central Location!",2145127,Scott,,Ville-Marie,45.51879,-73.55633,Entire home/apt,141,5,33,2021-11-22,0.82,1,142,11,
27639043,[Business ready] Elegant & Clasico studio Dwntwn!,195501369,Julio,,Ville-Marie,45.51183,-73.56177,Entire home/apt,80,30,32,2021-11-20,0.83,36,93,5,
27650868,Condo in the heart of Little Italy!,1917867,Dilara,,Rosemont-La Petite-Patrie,45.53105,-73.61265,Entire home/apt,75,2,0,,,1,0,0,
27651303,Private room in Villeray,36791237,Pilar,,Villeray-Saint-Michel-Parc-Extension,45.54759,-73.61322,Private room,27,2,8,2019-09-12,0.20,2,88,0,
27652918,"Nice appartment, next to the best place !",124471018,Harold,,Le Plateau-Mont-Royal,45.51463,-73.56956,Entire home/apt,170,4,15,2020-01-03,0.37,1,0,0,
27653107,Cjour studio Montréal,34382476,Raja,,Ville-Marie,45.52965,-73.55599,Entire home/apt,66,1,43,2021-11-24,1.13,3,308,30,
27656575,Chic Condo Near Plateau/Mile End!,208716053,Ami,,Rosemont-La Petite-Patrie,45.53859,-73.5915,Entire home/apt,130,3,24,2021-12-05,0.60,1,157,7,
27658966,Spacious Home in the Heart of the Plateau!,241885,Heather,,Le Plateau-Mont-Royal,45.51979,-73.58246,Entire home/apt,84,21,5,2021-09-26,0.13,1,8,1,
27662025,[The World] Great for Business @ Dwtnwn ★★★★★,195501369,Julio,,Ville-Marie,45.50976,-73.56153,Entire home/apt,87,30,16,2021-11-20,0.41,36,132,2,
27674984,Superb [Business Travel Ready]Studio Dwntwn! ★★★★★,195501369,Julio,,Ville-Marie,45.51026,-73.56201,Entire home/apt,66,30,5,2021-09-19,0.14,36,108,1,
27675125,[Business Ready] near Chum Studio Dwntwn ✰✰✰✰✰,195501369,Julio,,Ville-Marie,45.51191,-73.55991,Entire home/apt,73,30,10,2021-11-27,0.26,36,53,6,
27675140,"Grand confort, emplacement exceptionnel.",208883108,Raoul,,Le Plateau-Mont-Royal,45.52685,-73.59184,Private room,55,29,86,2020-01-23,2.15,1,0,0,
27675246,[Business Travel Ready] ✰Studio Convention Center✰,195501369,Julio,,Ville-Marie,45.5101,-73.56191,Entire home/apt,81,30,28,2021-11-15,0.72,36,160,5,
27675338,Charming Studio ★ Leisure or Business ❤ Dwntwn!,195501369,Julio,,Ville-Marie,45.51186,-73.56023,Entire home/apt,89,31,20,2021-11-01,0.52,36,89,5,
27675807,Chambre weed,208888959,Zackary,,Mercier-Hochelaga-Maisonneuve,45.5511,-73.55115,Private room,1000,1,1,2018-08-12,0.02,1,0,0,
27677813,Chambres à louer dans un 7 1/2 endroit très calme.,206365146,Dominique,,Mercier-Hochelaga-Maisonneuve,45.6014,-73.5195,Private room,50,1,9,2019-09-23,0.22,1,168,0,
27680833,Private Room in Montreal - Snowdon,45390098,Andrea,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48788,-73.62303,Private room,35,2,6,2018-12-27,0.15,2,0,0,
27681755,"St-Henri private room, ideal for couple",77182312,Eliane,,Le Sud-Ouest,45.47652,-73.58948,Private room,18,31,12,2019-12-26,0.31,1,0,0,
27681873,Chambre plateau,208946672,Hsen,,Le Plateau-Mont-Royal,45.53723,-73.57963,Private room,18,3,5,2018-09-30,0.13,1,0,0,
27683718,Downtown Montreal w/ 2 AC - Great City Center Flat,208962465,Fadi,,Ville-Marie,45.49714,-73.57755,Entire home/apt,150,6,1,2018-09-02,0.03,1,0,0,
27692713,"Séjour tranquille ""à la bonne franquette - I "" !",70575125,Aragon & Galahad,,Mercier-Hochelaga-Maisonneuve,45.60144,-73.53136,Private room,65,2,2,2018-09-03,0.05,2,0,0,
27693014,MONTREAL DOWNTOWN STUDIO APARTMENT 2B2,1132399,Unal,,Ville-Marie,45.53143,-73.56216,Entire home/apt,38,31,8,2020-12-18,0.21,27,11,1,
27694748,"Séjour tranquille ""à la bonne franquette II "" !",70575125,Aragon & Galahad,,Mercier-Hochelaga-Maisonneuve,45.60264,-73.53144,Private room,65,2,1,2018-09-04,0.03,2,0,0,
27695954,3.5 full apt à Rosemont,6425403,Laurent,,Rosemont-La Petite-Patrie,45.54619,-73.57689,Entire home/apt,80,2,9,2018-10-08,0.22,1,0,0,
27697640,Loft right at the cultural center of Montreal,24084476,Nicolas,,Ville-Marie,45.50684,-73.56883,Entire home/apt,160,3,1,2018-08-24,0.02,1,0,0,
27698828,31/2 Cosy condo w/h divided kitchen & living room,28510221,Velislava,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49978,-73.62939,Entire home/apt,31,240,0,,,1,0,0,
27699136,Chambre privée spacieuse Jean Talon,139864737,Yann,,Rosemont-La Petite-Patrie,45.54054,-73.61163,Private room,40,3,0,,,2,0,0,
27700687,Spacieuse chambre Westmount- Artsy / vintage deco.,138262486,Cinthya,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.4935,-73.61396,Private room,44,2,10,2019-11-17,0.26,1,148,0,
27720921,Serene in its Simplicity! (Room 1),161472920,Yaw And Anyele,,Pierrefonds-Roxboro,45.49696,-73.84618,Private room,30,32,32,2021-02-15,0.81,2,226,1,
27723683,French inspired 3 bedrooms Mile end Plateau,187855627,Charles,,Le Plateau-Mont-Royal,45.52208,-73.59963,Entire home/apt,280,2,111,2021-11-17,2.75,11,108,19,
27723755,Quiet bedroom in montreal down town,209302841,Vanessa,,Ville-Marie,45.51216,-73.55543,Private room,60,2,1,2018-08-19,0.02,1,0,0,
27727184,Grand appartement avec jardin / 3 chambres,3415684,Alex,,Le Plateau-Mont-Royal,45.5292,-73.58854,Entire home/apt,140,2,1,2021-09-19,0.36,1,133,1,
27731040,Appartement 1 chambre Proche Hec et Metro,209361386,Jean Remy,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.50675,-73.62744,Entire home/apt,60,1,1,2018-12-30,0.03,1,0,0,
27731211,"Coquet appartement, au coeur du quartier Rosemont",20177536,Caroline,,Rosemont-La Petite-Patrie,45.54638,-73.58788,Entire home/apt,40,1,4,2019-01-20,0.10,1,0,0,
27731810,ENTIRE 1 BEDROOM APPT. NO WIFI OR TV.  2 MN SUBWAY,29842265,Mus,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.50121,-73.66048,Entire home/apt,60,7,0,,,1,0,0,
27734774,"Condo next to the Old Port, parking available",181606487,Francis,,Ville-Marie,45.51232,-73.55497,Entire home/apt,68,1,11,2020-08-30,0.27,5,0,0,
27750064,Beautiful and Cozy 3 1/2 in Ndg/ Montreal,110526960,Aloyse Fabiola,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.45509,-73.63767,Entire home/apt,40,2,7,2019-08-25,0.17,1,0,0,
27753306,Montreal Old Port Marina,38603823,Bora,,Ville-Marie,45.51019,-73.55144,Entire home/apt,299,90,3,2021-06-30,0.10,1,101,1,
27753746,CAN’T BEAT LOCATION,1339890,Julio,,Ville-Marie,45.50012,-73.57505,Private room,70,2,1,2018-08-20,0.02,1,0,0,
27754823,"Roof terrace, in the heart of Plateau !",209547048,Agnes,,Le Plateau-Mont-Royal,45.53576,-73.56908,Entire home/apt,274,9,22,2021-09-28,0.56,1,201,3,
27756311,Cozy Studio apartment in the heart of the city,209561416,Ana,,Ville-Marie,45.49295,-73.57416,Entire home/apt,60,3,13,2020-03-08,0.55,1,0,0,
27757505,"Entire sunny house , Ac, carport, West Island DDO",88311562,Fari&Roby,,Dollard-des-Ormeaux,45.47996,-73.83919,Entire home/apt,66,31,36,2021-07-23,0.98,1,90,3,
27760037,Chambre ensoleillé; métro Sauvé; parc,108744629,Robert,,Ahuntsic-Cartierville,45.54894,-73.65251,Private room,30,30,0,,,1,0,0,
27760139,Big Private Room in Montréal - Snowdon,45390098,Andrea,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48913,-73.62332,Private room,35,2,4,2019-01-01,0.10,2,0,0,
27771673,Luxury Montréal Downtown New Building Condo,122039689,Cindy,,Ville-Marie,45.50253,-73.56648,Entire home/apt,72,1,2,2018-08-26,0.05,1,0,0,
27777076,Montréal Apartment,200021487,Sima,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.50225,-73.62648,Entire home/apt,50,1,0,,,1,0,0,
27780073,Beautiful & spacious double room,112406397,Lida,,Villeray-Saint-Michel-Parc-Extension,45.55429,-73.59943,Private room,32,1,3,2018-08-25,0.07,1,0,0,
27783276,Bright and cozy room close to downtown,21158770,Timothee,,Le Sud-Ouest,45.48318,-73.5579,Private room,36,2,3,2018-10-02,0.08,1,0,0,
27800142,Un appartement cozy - Centre ville montréal,65034942,Safa,,Ville-Marie,45.50057,-73.56787,Entire home/apt,134,3,6,2018-10-07,0.15,2,0,0,
27804614,Bright and Airy Montréal Apartment,7646501,Michael,,Le Sud-Ouest,45.45177,-73.59544,Entire home/apt,56,32,43,2021-10-16,1.09,1,85,3,
27805535,Living in the village...without the noise.,15061059,Jessica,,Ville-Marie,45.52028,-73.56178,Entire home/apt,55,3,2,2019-02-17,0.05,1,0,0,
27809046,Dodo mtl,29498328,Magali,,Villeray-Saint-Michel-Parc-Extension,45.54915,-73.62828,Entire home/apt,54,365,2,2018-09-03,0.05,3,180,0,
27811281,Petit coin paisible en plien coeur de Montréal,210011460,Mouhamadou,,Le Sud-Ouest,45.46222,-73.58258,Private room,35,2,9,2019-10-20,0.23,1,0,0,
27813601,Perfect studio for one or two people,194328334,Denyse,,Ville-Marie,45.51899,-73.5644,Entire home/apt,38,1,16,2019-11-13,0.40,12,0,0,
27817250,Cjour loft Montréal,34382476,Raja,,Ville-Marie,45.53139,-73.55486,Entire home/apt,81,1,17,2021-10-13,0.65,3,353,13,
27817257,Cjour Appartement Montréal,34382476,Raja,,Ville-Marie,45.53143,-73.55547,Entire home/apt,103,1,42,2021-11-26,1.11,3,344,22,
27828793,Beautiful apartment in the the heart of montreal,194999371,Mike,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49498,-73.61902,Entire home/apt,122,3,4,2020-01-02,0.13,1,80,0,
27837701,Perfect room for one or two persons,194328334,Denyse,,Ville-Marie,45.51881,-73.56443,Entire home/apt,35,1,10,2018-12-15,0.25,12,0,0,
27853446,Sunny flat close to the subway,130131073,Francis,,Le Plateau-Mont-Royal,45.51859,-73.57006,Entire home/apt,55,30,2,2019-10-26,0.05,1,270,0,
27858724,Cozy condo in the heart of Montreal!,4027656,Ryan,,Le Sud-Ouest,45.49271,-73.56483,Entire home/apt,80,3,27,2019-08-29,0.68,1,0,0,
27873026,Chambre dans logement sur le plateau,69014567,David,,Le Plateau-Mont-Royal,45.51839,-73.57212,Private room,35,5,2,2018-10-18,0.05,1,0,0,
27873577,Caisey's Place,169019675,Monika,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46504,-73.62745,Private room,57,1,0,,,1,128,0,
27874840,DOWNTOWN - Lovely charming 2 bed 2 bath apartment,210517334,Andrea,,Ville-Marie,45.5014,-73.57823,Entire home/apt,159,1,121,2021-12-06,3.01,1,242,23,
27877108,Morgan,210591109,Mathieu,,Mercier-Hochelaga-Maisonneuve,45.55173,-73.53631,Entire home/apt,55,14,30,2021-09-28,0.75,1,110,2,
27878483,Lovely 2 bedroom apartment fully furnished,200193156,Revital,,Le Plateau-Mont-Royal,45.51409,-73.57,Entire home/apt,115,31,1,2021-11-04,0.79,8,316,1,
27878800,"Cozy Place, Nice, Clean
breakfast included",162305987,Dee,,Mercier-Hochelaga-Maisonneuve,45.60745,-73.51593,Private room,85,2,2,2019-08-18,0.06,2,314,0,
27879930,@Entire floor-near airport +A/C + Free parking,62156602,Prateek,,Dollard-des-Ormeaux,45.49411,-73.78946,Entire home/apt,65,1,43,2019-09-02,1.07,2,0,0,
27880872,Spacious Industrial Loft in Le Plateau,487327,Louis,,Le Plateau-Mont-Royal,45.52194,-73.58676,Entire home/apt,127,2,63,2021-12-05,1.59,65,345,6,
27900782,Nice apartement for 2 pers in heart of Le Plateau,10236442,Valentin,,Le Plateau-Mont-Royal,45.52532,-73.58411,Entire home/apt,99,3,8,2019-09-29,0.21,1,0,0,
27901515,Welcoming house - Near Sainte-Catherine Street,292507076,Luckey,,Ville-Marie,45.51739,-73.55293,Entire home/apt,166,32,68,2021-04-30,1.72,34,204,3,
27903573,"Nice Room #1, in The best spot in Montreal !",2546116,Simon,,Le Plateau-Mont-Royal,45.51497,-73.58037,Private room,47,5,43,2021-11-27,1.07,3,38,11,
27903708,Little room in one of the best spot in Montreal !,2546116,Simon,,Le Plateau-Mont-Royal,45.51691,-73.57944,Private room,49,12,46,2021-11-13,1.14,3,47,8,
27906896,Cozy Modern Apt in Montreal's Mile-End,118269264,Maddee,,Le Plateau-Mont-Royal,45.51922,-73.59197,Entire home/apt,51,3,0,,,1,0,0,
27906983,Cozy Montréal Condo (located 10mins from Downtown),131531128,Laurie,,Le Sud-Ouest,45.46058,-73.59659,Entire home/apt,90,1,2,2018-10-08,0.05,1,0,0,
27929074,Mile End’s Resplendent Red Room  -  Ground Floor,5311556,Heather,,Le Plateau-Mont-Royal,45.52594,-73.60714,Private room,33,1,40,2019-07-22,1.00,1,0,0,
27934387,Bel appartement sur le plateau avec rooftop privé,9946489,Eric,,Le Plateau-Mont-Royal,45.51893,-73.58522,Entire home/apt,180,6,5,2019-09-07,0.13,1,0,0,
27934911,Great location downtown 2BD +Terrace,142310390,Mike,,Ville-Marie,45.51756,-73.55831,Entire home/apt,80,2,79,2020-10-01,1.97,2,0,0,
27954036,Un 3 et 1/2 spacieux et lumineux à côte des neiges,211142830,Sonya & Moutaa,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.50748,-73.63326,Entire home/apt,48,9,7,2019-06-24,0.18,1,0,0,
27957575,Private Room in an appartement / Chambre privé,133373559,Charlie,,Villeray-Saint-Michel-Parc-Extension,45.54367,-73.63309,Private room,80,1,0,,,1,88,0,
27957622,House on ground floor including basement,132695286,Kimberly,,Mercier-Hochelaga-Maisonneuve,45.59844,-73.52375,Entire home/apt,150,6,1,2018-10-11,0.03,1,0,0,
27960172,WELCOME TO MONTREAL Fell at home away from home,211190116,Angela,,Ville-Marie,45.49355,-73.58511,Private room,250,1,0,,,1,0,0,
27961375,Le repère idéal,56144180,Pierre,,Ville-Marie,45.49308,-73.58129,Entire home/apt,85,3,1,2018-09-14,0.03,1,0,0,
27964498,Private Room Downtown Montreal,123824290,Shivani,,Ville-Marie,45.50209,-73.57929,Private room,45,1,1,2020-03-23,0.05,2,0,0,
27990861,Bijou dans le quartier Nouveau-Rosemont,59670550,Alexandra,,Rosemont-La Petite-Patrie,45.56997,-73.57026,Entire home/apt,50,32,17,2021-04-30,0.44,1,151,1,
27991948,Grande chambre au coeur du quartier des spectacles,211419670,Clément,,Ville-Marie,45.51481,-73.56249,Private room,35,3,2,2018-12-09,0.05,1,0,0,
28003643,Chambre accueillante,50220834,Caroline,,Rosemont-La Petite-Patrie,45.56469,-73.57283,Private room,30,2,4,2019-12-15,0.12,1,285,0,
28010495,Large room in center montreal,71153229,Julien,,Le Plateau-Mont-Royal,45.51606,-73.57318,Private room,30,4,3,2021-02-06,0.08,1,39,1,
28028878,Petit Logement Pour Se Détendre!,211709532,Christine,,Le Plateau-Mont-Royal,45.5089,-73.57217,Private room,250,1,0,,,1,90,0,
28029385,Charming 3BR townhouse in westisland montreal,30113956,Ran,,Pointe-Claire,45.45949,-73.82059,Entire home/apt,125,3,4,2019-07-16,0.13,1,0,0,
28030231,Private room in family home with a big cute bear,52422803,Anne-Charlotte,,Rosemont-La Petite-Patrie,45.54618,-73.5947,Private room,30,2,45,2020-03-22,1.13,1,3,0,
28032591,Upscale 2BR + 2BATH - Convention Center! ★★★★★,195501369,Julio,,Ville-Marie,45.50517,-73.56206,Entire home/apt,148,31,8,2021-11-17,0.30,36,156,6,
28037282,"Private room near metro, HEC,UdeM, St.Marys Hosp",159374745,Lin,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49299,-73.62595,Private room,60,30,5,2019-04-12,0.13,32,354,0,
28037682,"Furnished room near metro, HEC,UdeM,St.Marys Hosp",159374745,Lin,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49205,-73.62402,Private room,60,30,1,2018-09-11,0.03,32,365,0,
28041570,Votre nid douillet sur le Plateau +Parking,39653,Miozoti,,Le Plateau-Mont-Royal,45.52961,-73.56712,Entire home/apt,211,32,0,,,5,15,0,
28045114,"Private room with own bathroom near HEC,metro,UdeM",159374745,Lin,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49177,-73.62424,Private room,75,30,6,2021-01-31,0.15,32,365,1,
28046847,"Nice room near metro,HEC,UdeM,St Marys Hospital",159374745,Lin,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49183,-73.62445,Private room,60,30,1,2019-05-20,0.03,32,341,0,
28049740,Appartement chaleureux 2 ch - métro Mont-Royal,43457978,Coline,,Le Plateau-Mont-Royal,45.52285,-73.58386,Entire home/apt,90,3,16,2020-03-08,0.40,1,0,0,
28050335,MTL Good Vibes Only!,167455132,Stéphane,,Ville-Marie,45.51765,-73.5635,Entire home/apt,135,3,12,2019-09-29,0.30,1,0,0,
28052572,Studio in ville Lasalle,193319131,Claire,,LaSalle,45.430122,-73.622795,Entire home/apt,37,31,39,2021-12-05,0.98,1,43,7,
28054703,Sacha's Home Away in Quiet Montreal,4996618,Sacha,,Mercier-Hochelaga-Maisonneuve,45.53934,-73.5417,Entire home/apt,116,2,137,2021-12-06,3.43,2,314,44,
28073775,"2 bdrms, home cinema and recroom in lovely home ♥",39877471,Peter,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47277,-73.60618,Private room,110,1,3,2019-02-18,0.08,2,0,0,
28077371,Montréal House,197377579,Hadji,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.51245,-73.62654,Entire home/apt,280,1,0,,,1,0,0,
28078109,Cozy room with Balcony on the Plateau 1,88575908,Kim,,Le Plateau-Mont-Royal,45.53319,-73.56263,Private room,40,3,12,2021-11-22,0.32,2,67,4,
